acType,Model,Aircraft Type Designator,Class,ICAO WTC,Climb,Svc Ceiling ft,,
"TB30, AEROSPATIALE, Epsilon",Epsilon,TB30,Landplane,Light,1500,23000,,
TBM7,TBM-700A,TBM7,Landplane,Light,1900,31000,,
TBM7 SOCATA TBM-700,TBM-700A,TBM7,Landplane,Light,1900,31000,,
"TBM7, SOCATA, TBM-700",TBM-700A,TBM7,Landplane,Light,1900,31000,,
"TBM8, SOCATA, TBM-850",TBM-850,TBM8,Landplane,Light,1900,31000,,
TBM9,TBM-900,TBM9,Landplane,Light,1300,31000,,
"TBM9, Daher-Socata, TBM-900",TBM-900,TBM9,Landplane,Light,1300,31000,,
TEX2,3000 Harvard 2,TEX2,Landplane,Light,3600,31000,,
TEX2 RAYTHEON 3000 Harvard 2,3000 Harvard 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, HAWKER BEECHCRAFT, T-6 Texan 2",AT-6 Texan 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, RAYTHEON, 3000 Harvard 2",3000 Harvard 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, RAYTHEON, Harvard 2",Harvard 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, RAYTHEON, T-6 Texan 2",T-6 Texan 2,TEX2,Landplane,Light,3600,31000,,
"TEX2, RAYTHEON, Texan 2",Texan 2,TEX2,Landplane,Light,3600,31000,,
"TEX2,3000 Harvard 2",3000 Harvard 2,TEX2,Landplane,Light,3600,31000,,
TX2,Texan 2,TEX2,Landplane,Light,3600,31000,,
"TIGR, EUROCOPTER, EC-665 Tiger",EC-665 Tiger,TIGR,Helicopter,Light,1800,11500,,
"TNAV, CAMAIR, Twin Navion",Twin Navion,TNAV,Landplane,Light,1800,20000,,
TOBA,TB-10 Tobago,TOBA,Landplane,Light,800,16000,,
UH1,AB-204,UH1,Helicopter,Light,1400,19400,,
UH1 AGUSTA AB-204,AB-204,UH1,Helicopter,Light,1400,19400,,
"UH1, AGUSTA, AB-204",AB-204,UH1,Helicopter,Light,1400,19400,,
"UH1, AIDC, UH-1",UH-1,UH1,Helicopter,Light,1400,19400,,
"UH1, BELL, 204",204,UH1,Helicopter,Light,1400,19400,,
"UH1, BELL, 205",205,UH1,Helicopter,Light,1400,19400,,
Unknown,Unknown,Unknown,Unknown,Unknown,,,,
"Unknown, Unknown, Unknown",Unknown,Unknown,Unknown,Unknown,,,,
V10,Bronco,V10,Landplane,Light,2000,30000,,
CB22,CV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
"CV22, Bell Helicopter, CV-22",CV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
MV22,MV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
V22,901 Osprey,V22,Tiltrotor,Medium,1900,26000,,
"V22, BELL, 901 Osprey",901 Osprey,V22,Tiltrotor,Medium,1900,26000,,
"V22, BELL, CV-22 Osprey",CV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
"V22, BELL, MV-22 Osprey",MV-22 Osprey,V22,Tiltrotor,Medium,1900,26000,,
VF35,F-35B Lightning II,VF35,Landplane,Medium,15000,50000,,
"VF60, VULCANAIR, Mission",Mission,VF60,Landplane,Light,700,20000,,
"WW24, IAI, 1124 Sea Scan",1124 Sea Scan,WW24,Landplane,Medium,4000,45000,,
"WW24, IAI, 1124 Westwind",1124 Westwind,WW24,Landplane,Medium,4000,45000,,
"XL2, LIBERTY (2), XL-2",XL-2,XL2,Landplane,Light,600,12500,,
"ZZZZ, (any manufacturer), Aircraft type not (yet) assigned a designator",Aircraft type not (yet) assigned a designator,ZZZZ,Unknown,Unknown,,,,
